7.427,-0.441,-0.733,-6.298,-6.967,
4.698,-4.586,-2.287,-1.280,-2.731,
3.505,-3.182,-2.190,0.972,-0.257,
7.062,3.475,-1.106,-0.035,0.164,
8.624,-5.427,-4.049,-4.459,5.226,
6.900,0.360,1.351,3.798,0.627,
7.357,-4.668,0.037,-8.362,0.948,
9.608,-2.679,-0.930,-10.997,-2.758,
2.961,-0.606,-0.851,-1.569,-3.546,
2.761,-1.136,-0.901,-1.988,-4.717,
1.963,-5.256,-4.268,-1.843,-0.475,
5.647,-4.905,-3.074,-12.871,-5.118,
8.145,2.205,2.250,-6.189,2.258,
9.812,0.243,-1.012,-9.634,3.022,
7.937,-2.678,-4.650,-17.814,-9.082,
8.527,2.456,2.359,0.380,-9.318,
7.407,1.066,2.211,-5.014,0.129,
5.321,1.087,3.995,-0.844,-3.681,
7.731,0.434,2.139,-5.256,0.955,
8.839,-1.964,2.935,-1.059,-8.474,
9.707,1.238,-2.120,-2.193,-5.166,
8.887,-0.298,0.587,-10.590,-10.054,
4.668,1.212,-0.576,-1.454,-1.093,
2.724,-0.409,2.590,-2.499,-1.139,
6.128,-1.187,0.186,-4.136,-1.847,
4.330,-2.660,0.958,-4.782,-0.409,
2.298,-5.130,-4.747,-2.012,0.466,
1.826,-3.132,-4.086,-4.183,-4.556,
9.605,1.096,-1.049,-0.161,-3.162,
27.995,-3.062,16.106,-23.638,-14.006,
5.653,-3.817,-4.022,-5.279,-3.612,
6.755,1.024,-4.956,-5.404,-5.004,
6.838,0.298,-1.230,-1.879,-0.086,
6.941,-6.405,-6.857,-15.395,-8.321,
2.319,-1.241,0.303,-5.813,-2.738,
4.321,-1.087,-3.416,-8.323,-3.794,
7.863,-0.538,-3.442,-1.989,-0.224,
7.195,0.168,0.888,-1.469,0.575,
5.756,-4.681,-5.496,-12.303,-18.738,
8.186,-6.069,-2.003,-4.735,1.340,
11.260,3.657,3.776,-6.604,-2.641,
9.944,0.250,-7.365,-13.832,-0.122,
12.812,2.819,3.455,-8.827,-1.450,
4.412,-1.162,-1.994,-1.661,-2.952,
14.328,6.349,5.411,0.294,-2.723,
7.670,1.246,-3.028,-0.363,-1.161,
8.460,5.387,2.039,1.381,-2.091,
7.313,0.812,-2.256,-1.788,-0.585,
9.624,-4.274,-1.581,-10.963,-4.231,
7.164,-4.853,-1.477,-14.150,-4.680,
6.562,-0.731,-1.119,-6.237,-1.655,
8.526,2.384,-1.158,-7.088,-3.420,
4.388,-0.000,-1.609,-2.529,-0.462,
1.856,-2.774,-1.376,-5.335,1.199,
6.583,-8.189,-9.017,-11.066,-4.405,
9.406,-0.231,-1.870,-10.513,-4.866,
4.582,1.543,2.087,-9.163,-5.574,
10.211,0.320,1.387,-10.693,-9.513,
5.972,-2.776,-2.331,-6.808,-12.382,
4.743,-4.001,-3.113,-4.538,-2.512,
1.958,-0.476,-0.070,-3.858,-3.784,
6.212,-9.880,-9.759,-8.316,-4.317,
6.121,-11.800,-12.171,-13.377,-8.720,
3.224,-9.738,-8.551,-13.641,-6.275,
6.233,-9.776,-8.084,-6.433,-2.151,
4.847,-8.693,-9.692,-11.574,-4.129,
6.289,-11.839,-11.857,-10.494,-6.462,
4.526,-8.784,-7.596,-8.059,-4.344,
5.833,-5.836,-2.050,-11.368,0.281,
7.010,-10.045,-5.618,-11.772,-3.243,
10.475,-5.358,-2.752,-6.890,-1.464,
5.034,-7.729,-8.279,-9.363,-3.807,
9.533,-8.435,-4.252,-8.092,-3.403,
18.152,-16.892,-7.580,-32.233,-2.642,
19.579,-5.575,-4.712,-25.635,-1.881,
17.349,-3.485,2.108,-22.666,1.199,
16.972,-5.222,-4.582,-22.638,0.809,
3.720,-2.867,-1.412,-6.270,-0.963,
20.634,-4.009,-2.252,-24.411,0.195,
18.721,-1.181,0.866,-20.022,1.135,
22.439,0.751,-2.728,-19.933,1.421,
14.877,5.230,-1.409,-11.983,-0.770,
11.182,-9.456,-3.115,-17.779,-0.333,
5.330,3.545,4.861,-3.071,-1.576,
0.590,-0.975,0.395,-0.117,0.229,
9.972,-1.554,2.450,-6.013,-6.958,
28.428,-5.784,3.698,-7.802,-15.557,
26.178,6.493,9.373,-2.526,3.478,
18.953,-0.868,8.363,-1.507,-10.108,
29.646,0.748,7.953,-6.217,5.776,
27.991,15.394,16.154,-1.375,-0.162,
26.545,-6.718,4.581,-7.240,5.900,
14.253,-1.366,-1.326,-14.573,-10.864,
13.358,-5.367,-3.992,-15.798,-15.894,
12.917,-2.321,3.036,-8.384,-1.056,
9.996,4.705,2.960,-2.102,-6.624,
5.901,-12.172,-6.065,-5.159,3.573,
7.199,1.507,-2.760,-5.931,-8.028,
3.098,-0.120,1.033,1.269,-0.038,
12.480,0.323,-3.369,-15.921,-17.082,
17.820,2.859,7.406,-7.679,-3.842,
28.256,7.469,12.583,-11.166,-6.667,
29.882,9.034,15.408,-13.551,-10.562,
11.658,-3.244,-3.382,-11.025,1.664,
7.338,-7.546,-2.017,-14.749,-4.143,
16.580,-0.529,-0.239,-22.446,-1.163,
13.200,-3.741,1.523,-21.492,2.479,
6.848,-2.800,-3.044,-8.428,-5.594,
19.808,9.997,-6.504,-5.877,-6.410,
7.910,-2.879,-4.738,-18.073,-9.071,
4.566,-1.707,0.757,-0.349,-4.260,
3.284,-3.351,-0.890,-5.421,-0.599,
17.167,3.302,-3.551,-7.649,14.415,
18.199,2.668,-1.957,-7.773,11.995,
10.628,-0.787,0.155,-20.470,-7.678,
16.818,4.286,-0.445,-2.788,-7.053,
7.142,-2.285,-1.618,-2.256,-4.113,
30.595,5.227,-20.258,-22.843,-52.528,
18.517,4.096,-14.378,-15.938,-41.907,
20.640,3.063,-20.393,-25.425,-52.169,
31.082,6.568,-20.808,-20.485,-53.835,
25.462,5.030,-24.607,-26.133,-58.139,
25.297,4.592,-24.514,-23.040,-55.602,
17.886,-6.156,-4.518,-12.654,-6.961,
16.694,3.242,0.791,-7.741,-9.640,
16.289,-5.686,-3.481,-13.667,-4.918,
3.342,-9.857,-10.510,-9.224,-5.007,
4.737,-5.174,-0.330,-4.115,5.778,
3.411,-14.251,-8.930,-17.837,-4.023,
7.973,-16.291,-6.583,-20.774,-4.032,
12.049,5.680,4.837,-0.956,-3.595,
10.110,1.496,4.106,-5.564,1.396,
4.323,-5.108,-2.239,-0.696,0.832,
5.810,-1.683,0.192,-2.769,-2.419,
19.938,4.576,-18.450,-24.558,-47.910,
7.259,4.942,-0.344,-0.554,-0.409,
18.628,-25.928,-0.367,-27.031,-2.485,
10.768,-2.587,-3.191,-5.782,-0.254,
20.480,18.451,-5.180,-6.964,-4.240,
25.666,4.786,-18.418,-17.105,-50.014,
5.793,-0.043,1.322,-3.333,-7.856,
9.937,-5.712,-5.587,-3.263,5.501,
9.530,-3.819,-4.757,-2.022,4.794,
24.213,-12.699,5.820,-18.105,-14.276,
7.207,-2.884,-1.586,-11.128,-8.380,
6.976,-8.262,-8.060,-5.039,-2.479,
5.781,-2.450,-2.159,-5.710,-0.142,
8.477,-2.287,-4.367,-13.551,-4.248,
8.362,-2.479,-4.666,-13.941,-3.842,
10.192,-3.866,-3.851,-14.552,-3.367,
6.550,-3.463,-3.807,-11.762,-0.987,
8.201,-2.961,-2.978,-12.569,-0.729,
8.789,-6.969,-2.569,-10.340,1.053,
8.598,-6.309,-0.733,-9.430,3.100,
8.837,-5.934,-1.096,-8.923,2.768,
8.416,-5.820,-1.485,-9.525,3.221,
31.488,-33.163,-12.914,-32.077,-23.279,
15.593,-7.523,-4.887,-16.265,-3.348,
11.170,-5.054,-1.548,-12.618,-1.608,
3.922,-2.851,-6.685,-14.145,-3.791,
28.903,-26.816,-9.305,-26.883,-21.109,
10.053,-21.215,-10.228,-23.288,-3.779,
9.600,4.787,6.029,-0.972,-8.195,
6.479,-0.243,0.735,-1.216,1.514,
7.652,0.536,1.957,-1.874,-5.777,
8.466,-0.098,-0.840,-2.828,1.061,
6.168,-14.724,-6.368,-17.158,1.222,
14.643,-26.543,1.048,-10.177,-24.138,
14.618,-26.422,1.037,-9.498,-23.423,
14.721,-26.379,1.067,-10.335,-24.050,
3.528,-10.523,-10.614,-10.480,-5.038,
27.184,-14.761,-13.472,1.464,-24.162,
7.614,-1.577,-6.032,-16.451,-8.450,
3.252,-2.423,-1.356,-5.115,-0.479,
14.147,-2.673,-4.427,-2.477,2.191,
2.625,-0.512,0.316,-0.353,-0.623,
11.384,-4.198,1.815,-5.417,0.597,
15.552,-4.752,4.730,-9.009,4.207,
4.442,0.008,-0.436,-2.945,-0.907,
5.001,0.430,2.065,-3.412,-0.840,
12.829,1.927,-2.401,-0.989,0.039,
7.491,-5.182,2.862,-6.094,-7.372,
5.801,-1.037,-0.158,-4.597,-0.639,
9.295,-6.628,-7.794,-18.598,-11.852,
7.438,-0.293,-3.982,-15.193,-7.798,
7.675,-3.129,1.007,-14.722,-0.566,
6.678,-13.546,-10.928,-15.670,2.665,
8.206,-4.264,-6.045,-13.363,-10.277,
12.157,0.941,-3.412,-14.986,-17.384,
5.647,-10.595,-8.804,-14.371,2.057,
12.848,0.395,-4.200,-17.096,-18.673,
9.309,-4.089,-7.015,-16.044,-11.006,
7.604,-0.433,-6.923,-13.417,-10.112,
7.829,-0.015,-6.272,-12.877,-10.215,
7.758,5.815,2.811,1.762,-1.737,
9.718,-3.668,-7.379,-17.067,-14.627,
7.313,5.029,-1.188,1.004,0.807,
11.664,0.082,-8.445,-19.981,-17.171,
12.860,1.470,-9.141,-19.611,-16.684,
11.721,0.187,-8.395,-20.130,-17.239,
12.454,0.946,-8.796,-19.888,-16.771,
5.758,-3.508,-3.666,-5.734,-3.657,
11.967,-2.695,-2.223,-13.733,-9.192,
16.149,3.369,9.666,-14.464,-6.781,
6.024,0.153,0.595,-2.377,2.359,
5.332,2.165,3.129,-3.451,-4.393,
11.039,4.497,4.106,-2.544,-5.212,
18.210,7.585,13.517,6.179,-1.324,
16.996,8.822,2.398,1.044,0.596,
19.355,2.105,1.155,4.702,-9.873,
23.218,15.007,-4.114,-6.392,-5.114,
14.586,-0.761,-2.297,-0.849,-7.863,
16.153,9.244,-1.239,-4.330,-2.258,
19.694,13.492,-5.876,-8.629,-5.054,
7.428,-15.665,-7.879,-6.334,5.001,
7.588,2.143,8.403,-7.421,-7.531,
8.467,-23.322,-10.294,-16.469,4.427,
6.378,3.725,-4.714,-1.398,-3.398,
6.591,3.926,-4.803,-1.549,-3.430,
25.836,-12.320,-12.751,0.444,-23.317,
26.405,-13.387,-13.429,1.077,-24.782,
2.875,-6.468,-3.067,-8.576,-0.944,
3.265,-1.586,-0.130,0.041,-0.741,
2.358,-1.531,-3.670,-1.244,0.540,
14.039,5.593,-11.744,-10.689,-28.257,
4.254,-1.680,0.591,-0.585,0.539,
16.789,-3.821,2.881,-15.060,-7.779,
15.966,7.938,0.896,2.514,-8.769,
10.918,4.450,8.231,5.994,-5.430,
2.164,-1.247,-1.978,0.298,0.058,
5.207,2.506,0.202,-0.950,0.348,
3.442,-4.314,-3.965,-7.538,-3.733,
4.174,-1.948,2.441,2.480,0.970,
10.422,1.123,0.974,-9.308,-3.169,
12.025,-11.363,-3.437,-8.137,4.403,
32.259,7.242,11.350,-12.354,-3.399,
9.841,5.210,5.679,-4.289,-9.343,
9.710,5.952,5.130,-4.905,-11.343,
10.801,-6.314,-1.418,-8.837,-8.153,
13.983,-6.073,0.528,-6.703,-10.615,
6.938,-11.163,-5.615,-17.479,-2.664,
7.166,-4.783,-5.112,-5.124,-1.376,
7.846,-2.876,0.058,-9.364,-0.885,
3.722,-6.181,-5.102,-3.705,0.697,
11.256,-1.413,0.294,-21.642,-8.119,
12.263,5.784,6.005,-7.033,-8.527,
7.239,-2.664,-4.044,-5.030,-3.041,
14.426,-5.022,0.470,-20.172,5.734,
8.807,3.547,0.223,-13.291,-5.586,
13.812,-4.485,-2.381,-0.430,-3.345,
13.602,-7.500,-4.593,-1.281,-4.305,
12.002,-5.217,-3.615,-3.595,-3.886,
8.801,-10.119,-7.834,-2.902,9.004,
16.644,-7.204,-3.346,-8.473,-13.716,
8.373,-0.083,-2.079,-6.415,-7.325,
16.653,4.432,-0.048,-7.495,-11.247,
12.694,-6.103,-3.463,-7.541,-11.452,
6.867,1.304,1.210,-1.820,-0.019,
12.917,-3.142,-7.209,-10.940,-0.337,
19.995,-9.936,8.601,-19.021,-1.022,
3.413,-18.052,-6.221,-7.119,-0.024,
3.949,-1.300,-0.319,-5.594,-1.209,
7.647,3.574,-8.332,-3.791,2.223,
24.065,-11.865,13.334,-24.224,-0.978,
24.657,-10.794,14.207,-23.456,-1.691,
11.691,-3.316,6.094,-8.422,-3.238,
1.768,-1.317,-1.872,-7.538,-3.239,
5.180,-5.128,-0.202,0.455,0.973,
16.746,-6.277,3.344,-22.896,-9.925,
5.341,-9.698,-5.214,-10.737,-1.219,
2.218,-1.566,1.519,-2.428,-0.017,
0.233,-4.886,-4.296,-13.199,-3.547,
6.419,-2.722,-6.482,-10.059,2.336,
6.160,0.958,-0.030,-4.055,2.267,
5.356,-0.496,-0.086,-14.381,-1.423,
6.269,8.893,5.717,3.671,-0.976,
3.184,7.614,5.197,4.379,2.849,
14.534,34.373,20.572,-9.734,-9.082,
3.538,9.105,5.578,4.817,3.263,
1.327,9.528,3.641,-0.090,8.482,
0.101,16.703,3.793,-5.508,13.445,
2.349,3.449,4.207,1.069,-0.445,
-2.509,11.481,0.883,-6.399,-0.653,
2.458,7.423,-0.502,1.878,1.208,
7.966,16.613,5.277,-9.398,-10.259,
3.933,12.023,3.635,-7.912,-2.806,
15.007,20.451,11.337,-4.640,-10.428,
4.408,8.813,6.040,-0.186,0.534,
9.751,19.768,6.552,-3.314,0.528,
-0.347,13.633,7.013,0.996,-2.174,
0.370,4.547,0.290,-0.267,1.508,
8.400,26.063,13.234,10.341,4.771,
4.280,8.060,4.306,-4.731,2.225,
9.235,20.501,11.909,12.784,4.839,
6.371,16.243,8.154,10.939,5.622,
6.286,17.766,9.093,10.087,3.650,
5.970,16.566,8.600,7.604,5.941,
2.327,10.340,5.575,-2.434,4.051,
16.976,30.499,23.964,-10.716,-12.260,
1.910,6.957,2.986,-2.238,0.855,
1.873,10.032,0.764,-1.643,2.840,
-0.644,9.933,1.365,-3.014,5.167,
10.677,39.653,22.578,-18.878,-19.599,
14.425,30.595,16.089,-2.658,-0.431,
2.295,19.927,3.511,-1.602,-1.284,
1.653,7.675,2.389,1.332,-0.938,
19.044,41.428,23.541,-16.824,-16.814,
13.539,24.235,19.554,-10.243,-12.388,
2.613,7.912,1.018,-2.582,-0.059,
7.916,26.551,14.368,-21.236,-20.362,
2.315,5.541,4.409,1.905,-0.322,
14.113,31.880,16.324,-6.977,-7.256,
3.648,6.451,5.602,-1.209,-2.004,
5.905,17.299,11.031,11.951,7.813,
10.345,34.334,22.096,27.630,18.108,
8.156,30.853,20.155,25.059,16.109,
-7.121,20.663,12.431,-0.998,11.442,
-4.566,14.191,8.680,-3.498,6.367,
1.405,6.790,1.334,2.241,-0.335,
0.899,8.459,-2.012,-4.227,-3.245,
5.188,9.886,5.965,-4.558,-1.030,
4.526,4.680,-3.020,0.743,2.600,
2.671,6.215,2.499,-0.820,-1.041,
9.046,25.579,15.094,-4.833,6.462,
2.878,8.859,6.049,2.776,7.501,
-2.092,22.696,11.469,-14.462,-4.799,
-0.068,13.564,7.170,-11.255,-10.903,
-1.405,22.825,11.982,-15.679,-9.075,
-2.075,21.612,11.010,-13.852,-3.644,
1.195,17.858,10.073,-6.794,-3.168,
0.044,17.210,7.597,2.401,-2.159,
11.318,22.669,7.689,-3.850,0.084,
3.346,4.188,1.940,-3.739,-2.417,
0.379,-1.798,-2.020,-2.187,-0.649,
3.372,7.850,3.824,3.752,1.977,
5.666,18.715,14.117,5.112,7.242,
1.611,6.690,5.692,1.451,-1.949,
9.349,14.363,9.351,8.771,-1.356,
4.640,6.042,3.619,-1.771,1.938,
1.978,7.164,2.573,-6.582,1.223,
12.822,22.139,13.109,-11.833,-13.321,
22.517,61.568,33.666,-26.204,-29.276,
4.435,13.051,5.421,5.264,3.591,
-1.716,17.564,9.111,7.476,3.318,
3.799,11.832,4.992,4.234,3.254,
4.851,15.743,6.396,6.378,3.633,
-6.021,13.748,5.773,2.204,8.072,
5.806,16.984,11.574,5.272,-0.368,
3.273,21.569,1.968,1.364,-7.612,
4.573,22.105,2.567,1.049,-5.274,
3.013,9.224,6.658,4.751,-0.085,
2.456,12.627,2.731,8.641,-1.560,
0.066,28.725,2.623,7.215,-10.228,
2.533,17.844,9.735,-9.310,-7.265,
-0.260,30.394,2.466,7.766,-10.844,
-0.020,29.735,3.695,7.294,-11.259,
6.408,20.211,6.650,-2.768,-7.029,
14.455,30.114,11.542,-7.061,-12.733,
13.607,28.410,10.677,-7.385,-12.616,
1.810,5.881,3.399,-1.317,-5.818,
0.858,14.709,6.924,-0.974,-0.170,
1.034,7.793,6.222,-3.784,-0.992,
2.428,16.172,7.543,-1.019,-0.692,
-3.649,19.018,-3.651,8.183,-0.766,
1.829,15.587,7.625,-1.296,-0.196,
-4.207,13.610,2.034,1.007,-0.734,
-3.830,12.350,1.626,0.930,-0.989,
2.145,14.803,6.733,5.003,1.486,
3.527,6.449,6.235,0.400,-1.622,
14.404,30.606,2.976,-1.397,-20.300,
7.772,16.818,2.950,-0.541,-10.331,
9.022,16.883,2.246,-2.301,-14.388,
13.832,32.622,3.208,-0.608,-17.780,
13.543,32.436,3.323,-2.336,-18.309,
10.650,27.270,5.260,-3.541,-14.973,
14.280,35.432,3.780,-0.920,-18.033,
10.353,12.062,8.710,-2.598,-0.705,
1.181,4.833,4.221,3.207,-0.735,
4.286,15.641,7.238,2.461,1.262,
2.860,13.118,6.534,0.932,2.477,
6.438,19.786,9.500,3.233,3.427,
1.463,5.750,4.733,0.311,3.361,
4.926,18.600,9.274,2.116,1.595,
0.178,22.901,-0.211,-1.221,-4.505,
2.779,9.524,6.680,5.986,6.519,
3.643,13.324,10.533,6.856,0.015,
9.175,39.294,18.399,15.652,21.268,
17.611,15.817,-4.812,-5.011,-1.857,
7.447,15.791,12.041,2.929,3.124,
-10.897,26.275,16.668,-0.459,10.978,
2.405,20.703,3.822,1.484,-0.292,
2.875,20.588,4.315,1.717,-1.641,
2.342,22.072,4.387,0.416,-2.339,
2.278,20.334,3.931,1.340,0.184,
3.904,17.250,3.331,-3.474,-3.842,
5.078,20.740,3.834,-3.709,-5.454,
3.327,15.875,3.656,-2.767,-0.534,
5.206,17.806,3.744,-3.463,-5.648,
1.504,3.941,2.679,-4.930,-1.808,
3.141,4.562,4.791,4.293,-0.468,
1.081,2.783,1.165,0.339,0.539,
1.287,11.658,4.094,-0.938,6.045,
3.239,7.922,7.412,-0.482,-1.251,
3.310,12.046,7.063,4.715,11.438,
2.779,1.904,1.730,-1.075,-0.248,
6.088,10.614,4.554,-1.250,3.892,
4.041,8.950,5.769,7.037,0.994,
2.655,6.693,4.126,-1.565,-1.152,
0.803,4.748,2.027,-1.808,-0.739,
2.752,2.871,-0.348,-3.030,-1.623,
-1.559,17.550,8.900,7.720,3.627,
3.725,17.848,10.526,3.761,-5.546,
7.230,12.907,7.439,7.863,-2.385,
7.630,13.032,7.361,8.651,-2.543,
4.995,5.480,0.575,1.711,1.296,
3.023,7.797,3.208,4.221,0.060,
9.981,35.215,20.442,-4.733,6.035,
4.552,23.639,12.387,-6.724,3.137,
-0.209,7.920,5.338,-3.395,1.048,
13.244,22.587,14.680,-11.970,-14.046,
2.198,5.228,3.812,2.865,1.220,
0.201,18.642,2.179,1.150,12.409,
0.274,10.217,1.215,-0.550,-9.768,
5.024,11.684,12.519,3.912,-1.096,
3.882,8.230,4.817,6.143,0.948,
6.574,28.154,16.830,-0.437,-1.809,
8.748,29.897,18.820,-2.207,-3.066,
12.350,18.073,53.341,-31.830,-20.954,
-0.587,31.047,52.635,-36.390,-17.579,
8.268,14.144,70.021,-39.684,-18.992,
17.420,22.693,71.980,-32.579,-15.656,
21.271,25.629,79.043,-37.050,-15.679,
8.545,-6.577,38.899,-0.916,-37.844,
4.635,-5.287,46.367,-33.638,-29.673,
-6.383,1.839,32.630,-25.337,-34.264,
16.635,-10.087,72.362,-24.250,-31.785,
